n,Loop A (ns),Loop B (ns)
2597,11222273,2879553
2598,10672988,2783706
2599,10595920,2866755
2600,11107051,2734263
2601,10711328,2830858
2602,10768081,2847624
2603,10827337,3186520
2604,13450481,3051659
2605,10618455,3090379
2606,11789018,2905389
2607,11902891,2996105
2608,11815532,2931775
2609,11403300,2863501
2610,11093853,3179506
2611,11486217,3109689
2612,11399311,2893314
2613,10991190,2940463
2614,10962065,2812371
2615,10686573,3048770
2616,11094802,3194026
2617,11527333,3011688
2618,12471924,3440320
2619,11914192,3091881
2620,11227156,2940324
2621,11103110,2937932
2622,10955910,2861521
2623,11146651,3036363
2624,18234433,3026995
2625,15245003,3025829
2626,11563992,2935672
2627,11396614,3115168
2628,12028171,7157535
2629,10813077,2868694
2630,15638055,3066868
2631,11324747,2892246
2632,18740968,2969706
2633,10941999,2887847
2634,10946926,3021787
2635,12144984,3013204
2636,11186271,2905474
2637,10928477,2870642
2638,11633602,3237093
2639,10854961,2963897
2640,12558465,2948021
2641,10919293,3087751
2642,11482799,2890602
2643,11275406,3466102
2644,11076926,2830099
2645,11090727,2892375
2646,10814054,2864498
2647,10890363,2870102
2648,11140457,3041792
2649,13037873,2949167
2650,11666649,3115977
2651,11791513,3121267
2652,11235508,3183697
2653,11129180,6027018
2654,13193247,3255554
2655,12785669,3119145
2656,11476584,3368404
2657,13333475,3137875
2658,12559456,3015739
2659,11364026,3511540
2660,11042632,2933165
2661,11785445,2953688
2662,12250583,3041134
2663,11436623,3191181
2664,11302985,3294752
2665,11596601,2962796
2666,10998167,2904931
2667,17161057,3313515
2668,11609962,2981651
2669,12485578,2955568
2670,11190125,2965588
2671,12710549,2946929
2672,11488268,2946242
2673,11819526,3202579
2674,12328128,3261009
2675,12800338,2953669
2676,11315749,2972502
2677,11385411,2933141
2678,11595307,2938506
2679,11585624,4150835
2680,14112797,3092295
2681,12432603,3312158
2682,12933407,3037676
2683,11616654,3022206
2684,11389589,3073000
2685,12832965,8882165
2686,11229992,3028146
2687,12411030,2990731
2688,11462815,2989096
2689,11941226,2895854
2690,11171183,3003326
2691,11165995,2998530
2692,12425621,3104806
2693,11344766,3436886
2694,12406572,3062381
2695,11500155,3320367
2696,12017180,3155108
2697,12606152,3081860
2698,12179701,3248994
2699,11315978,3143390
2700,12466675,3221942
2701,13120817,3024909
2702,11259347,3086903
2703,11203460,3715355
2704,11801036,3065963
2705,11054160,3046132
2706,12388980,4003961
2707,12682944,3119628
2708,13710880,3053924
2709,16178904,3114106
2710,14346657,4082209
2711,11349921,3000646
2712,12927100,3372019
2713,12298951,2973626
2714,11699185,3108811
2715,13479559,3366680
2716,11811756,3095626
2717,14502010,3177989
2718,11613598,3187169
2719,12004667,3248612
2720,11816037,3182582
2721,11862996,3076710
2722,12118228,3170303
2723,11487183,3307185
2724,12956744,3137287
2725,11449733,3314649
2726,11508775,2992606
2727,11217262,3974101
2728,12940234,3126352
2729,12530675,4099646
2730,12209958,3049256
2731,11997362,3154791
2732,12491926,3937383
2733,13858536,3678928
2734,15371222,3731131
2735,31002636,3282838
2736,12183409,3257185
2737,12845287,3132786
2738,14654992,3411262
2739,15226207,3310812
2740,13946517,5227948
2741,12630211,4289913
2742,15407650,3645738
2743,12451263,3249809
2744,12163115,4122014
2745,13691467,4162349
2746,14660691,3187314
2747,13117984,3424481
2748,12174842,3633100
2749,11795502,3246409
2750,12065271,3108161
2751,12861265,3913086
2752,13118172,3283337
2753,12949246,3749483
2754,13154428,13261467
2755,12843524,3122333
2756,11353576,3540303
2757,12043272,3072730
2758,11636787,3159603
2759,12898994,3102373
2760,12182906,3382688
2761,12648852,3568204
2762,11453178,3174894
2763,11682092,3149415
2764,12078542,3140420
2765,12079348,3898136
2766,11592765,3549167
2767,12664188,3224844
2768,11729400,3114560
2769,11297697,3485869
2770,11501329,3179898
2771,11636364,3272085
2772,15497218,3239001
2773,11733615,3244720
2774,11590154,3442319
2775,11300601,3168770
2776,11621511,3479664
2777,11597793,3417541
2778,12108084,4117974
2779,12362884,3214872
2780,11444406,3204762
2781,11716399,3308699
2782,11665535,3268923
2783,11804941,3229531
2784,12602018,4143368
2785,11858157,3618509
2786,12446098,3600844
2787,12023099,3420039
2788,12603030,3500623
2789,12245954,3644850
2790,12053052,3578459
2791,12691022,3389345
2792,12264123,3444844
2793,12443642,3244113
2794,11518659,3216780
2795,11691335,3183126
2796,11863297,3232177
2797,12992716,3350432
2798,12005325,3511042
2799,12166155,3227546
2800,11754398,3378364
2801,11715553,3196352
2802,11465482,3279631
2803,12013796,3678668
2804,12268853,3266376
2805,12518074,3295143
2806,12061601,3291279
2807,11758423,3215232
2808,11491170,3273820
2809,12408346,3412811
2810,12011457,3502164
2811,12353231,3279893
2812,11935877,3383143
2813,11555340,3235764
2814,11647497,3344195
2815,11924356,3260488
2816,12159425,3653336
2817,12034929,3825054
2818,12638504,3323678
2819,12365513,3788881
2820,12098570,3290259
2821,11875961,3394755
2822,12308863,3591173
2823,13267058,3314044
2824,12641053,3355890
2825,12533146,3530133
2826,12011212,3340914
2827,11939160,3575777
2828,12290566,3387330
2829,13100924,3836371
2830,13120745,3373432
2831,12631928,3309041
2832,12203737,3497306
2833,12169312,3228912
2834,12057182,3337402
2835,12708264,3301902
2836,12724625,3412851
2837,12126319,3424647
2838,12495334,3316880
2839,11734339,3337520
2840,12489778,3792200
2841,12683510,3772690
2842,11976357,3706316
2843,11990707,3551820
2844,12817290,3724581
2845,11819066,3421175
2846,11631976,3470378
2847,12758666,3759669
2848,11687891,3537254
2849,13910442,3393574
2850,12329317,3717573
2851,12076279,3462425
2852,11712258,3413514
2853,12523653,3835271
2854,13513667,3625336
2855,12636418,3374674
2856,12431513,3376399
2857,12173391,3520815
2858,12672476,3666413
2859,12478104,3834899
2860,12549351,3491927
2861,12303092,3703060
2862,12923073,3621624
2863,11905131,13625705
2864,12202655,3792659
2865,16751745,3695822
2866,12360461,3396136
2867,17019008,3416820
2868,12106785,3432258
2869,11949745,3557946
2870,12268111,3394077
2871,12019702,3679264
2872,12639107,3428190
2873,13224205,5361188
2874,11904627,3383407
2875,11908552,3442076
2876,12594653,3440585
2877,12473896,3684400
2878,11996582,3457217
2879,12878506,3553738
2880,11902754,3558527
2881,12216200,3468314
2882,12169773,3557823
2883,12486462,3572778
2884,12176045,3638358
2885,13928593,3476854
2886,12090826,3640047
2887,12351694,3719049
2888,22224100,3519279
2889,13108985,3947027
2890,12622552,3513834
2891,15498788,3551459
2892,12192144,3485222
2893,16368513,3464058
2894,12254818,7469949
2895,11889734,3523624
2896,16072595,3447893
2897,11947597,3433746
2898,11786509,3542605
2899,11957552,3464986
2900,12243960,3633355
2901,12105302,3489130
2902,11843994,3463712
2903,11818017,3542845
2904,11988989,3453641
2905,12035460,3487800
2906,11923116,3500264
2907,12743547,3440976
2908,11830381,3582200
2909,16035642,3541784
2910,12034842,3688468
2911,12283202,4003037
2912,13184961,4308514
2913,13974908,3467018
2914,12634598,3915722
2915,13182174,3713532
2916,11880876,3427968
2917,12515558,4095836
2918,12677867,3632520
2919,13146860,3665911
2920,12414562,3635158
2921,12399648,3657486
2922,12144218,3620204
2923,12515880,3624823
2924,12931403,3768707
2925,12132523,3829469
2926,12359296,3761857
2927,12461995,3570923
2928,11889580,3545910
2929,12433589,3678742
2930,12563039,3629925
2931,13052928,3588391
2932,12104180,3882775
2933,12185615,3698386
2934,12086496,3515301
2935,12049803,3714369
2936,12452053,4043611
2937,13343541,3710247
2938,12700512,4326196
2939,13028824,3694626
2940,12190993,3483135
2941,11947549,3872571
2942,13529689,3811303
2943,12649481,3754635
2944,12612813,3900202
2945,12978692,3787124
2946,12535971,3565743
2947,12217302,3791000
2948,12949793,4365384
2949,13285863,3761525
2950,12565279,3997982
2951,12774653,3695084
2952,12030620,3491707
2953,11884152,3758978
2954,13365591,3834940
2955,12607749,3734704
2956,12749521,3820674
2957,12316895,3584249
2958,12121503,3557345
2959,11944417,3840969
2960,12718249,4202984
2961,12554452,3775670
2962,12712437,3772454
2963,12396275,3655864
2964,12064128,3599324
2965,12078102,3579276
2966,12501676,4208089
2967,12971909,3600414
2968,12712039,3715350
2969,12425568,3664221
2970,12138581,3728886
2971,12677455,3614896
2972,12483178,3777506
2973,12509203,3926514
2974,12503802,3716361
2975,12767023,3738685
2976,12639068,3633620
2977,12186475,3622574
2978,12647815,3681457
2979,12588800,3663329
2980,12599115,3887383
2981,12761284,3691064
2982,12592495,3567292
2983,12007260,3656919
2984,12609623,3672920
2985,13065878,4216508
2986,12492060,3693473
2987,12629087,3700856
2988,12389809,3689426
2989,12296869,3675138
2990,12630481,3766630
2991,13044869,3946269
2992,12817545,3784014
2993,12741342,3705485
2994,12505066,3831689
2995,12455980,3645648
2996,12650699,3729772
2997,13892886,3793807
2998,12689479,3737565
2999,12869896,3974304
3000,13689736,3899995
3001,13106095,3794324
3002,13086055,4033090
3003,17887266,4297924
3004,14690716,3976036
3005,14930356,4068063
3006,14436031,3834767
3007,14459458,4384200
3008,12932000,3786989
3009,13118581,4089880
3010,13022240,4219089
3011,12817680,4056551
3012,12872436,3909609
3013,14492614,4093162
3014,13660647,3823744
3015,12707766,4165440
3016,13399174,4061553
3017,13153733,3766766
3018,12946138,3766503
3019,12800033,3791468
3020,13082888,3964575
3021,13356622,3957423
3022,12875162,4050365
3023,12989595,3881857
3024,12596453,3902297
3025,13461114,3808162
3026,13303268,3805514
3027,12924413,4088332
3028,12512994,3960432
3029,12608628,3745145
3030,12854339,4695097
3031,12719227,3878194
3032,13193680,3832192
3033,12850793,4086313
3034,12677330,3852181
3035,12521144,3897588
3036,14061337,4041537
3037,13225185,4119548
3038,12945824,3851454
3039,12748213,3854837
3040,12751223,3804740
3041,13362595,4035704
3042,13167504,4414232
3043,12945178,3819187
3044,12555796,3917958
3045,12897394,3929629
3046,12769497,3879024
3047,12932973,4217625
3048,13384283,4024288
3049,12851588,3874155
3050,12941536,4198521
3051,13312442,4074239
3052,13122311,3829813
3053,12811504,4066314
3054,12934196,4114967
3055,13115090,3947104
3056,12758983,3933852
3057,13352436,3895600
3058,12652630,3814952
3059,12570655,3963891
3060,13279811,4001750
3061,13017921,4016280
3062,12812170,4043893
3063,12974482,3887586
3064,12651346,3970251
3065,13318864,3890359
3066,13026514,3972413
3067,12609361,3963037
3068,13120506,3906096
3069,12626597,3934654
3070,13009826,3934135
3071,12767079,3952875
3072,13353493,3988903
3073,13167505,4146471
3074,13016068,3908088
3075,13943097,3930493
3076,13063186,4105492
3077,13220111,3946872
3078,12799214,4426053
3079,21131810,4082657
3080,12754272,3982979
3081,13333243,4352983
3082,13320674,4123557
3083,13471417,3969109
3084,14230873,3938813
3085,12766834,4064264
3086,13177104,3971113
3087,13046512,4139542
3088,13564814,4341785
3089,13010385,4053376
3090,13028814,4217850
3091,14663475,4448398
3092,13367371,4052476
3093,12810145,4046421
3094,13431718,4259521
3095,13269509,4251999
3096,13213925,4134317
3097,13275134,4233785
3098,13464400,4081584
3099,13393650,4303349
3100,13283519,4016146
3101,12806164,4034734
3102,13571222,4294756
3103,13160807,4123168
3104,12919870,4004841
3105,12981781,4234747
3106,13657013,3990506
3107,13583087,4045268
3108,13056230,4923468
3109,14751655,4627341
3110,14165658,4437997
3111,14348181,4662432
3112,14795260,4279731
3113,16030379,4322732
3114,14504511,4257939
3115,14548130,4953164
3116,14930246,4572674
3117,14445243,4171413
3118,15247070,5683659
3119,14019804,4515156
3120,18567826,4645185
3121,14315224,4158041
3122,13449711,4191699
3123,14893714,4320426
3124,17571571,4315681
3125,13410374,4159601
3126,17711602,4246778
3127,14312617,4061394
3128,13077296,4176283
3129,13639225,4132786
3130,13215630,5069102
3131,14358471,4158625
3132,13542676,4156303
3133,13196353,4295035
3134,13153704,4130686
3135,13045667,4181075
3136,13107579,4696966
3137,15027005,4268637
3138,13197943,4091424
3139,13926673,4382628
3140,13291694,4130194
3141,15861467,4192787
3142,21272438,6321465
3143,14491616,4317381
3144,14144355,4220846
3145,16265893,4634500
3146,18103413,5270021
3147,14383427,4675375
3148,13507617,15254398
3149,14254270,5362737
3150,13850875,4706931
3151,14575646,4672194
3152,14264136,4777564
3153,16498888,4494950
3154,14211586,4467428
3155,14825127,4283053
3156,13663880,4147994
3157,13816935,4757351
3158,14896332,5381738
3159,13723306,4600780
3160,13438682,4288192
3161,13692775,4179078
3162,13908017,4236663
3163,14120829,5390413
3164,16127681,4606239
3165,14192873,4167174
3166,13557233,4758398
3167,14541306,4521017
3168,14149916,4090548
3169,13926740,4294081
3170,13937572,4274680
3171,13634877,4299671
3172,13894823,4122097
3173,14136519,4062372
3174,13010588,4630244
3175,13545942,4114161
3176,12823899,4138019
3177,13571571,4269238
3178,14493220,4444941
3179,13184972,4459643
3180,13906043,4173041
3181,13571242,4103268
3182,13054208,4406510
3183,13536265,4425039
3184,13694636,4446785
3185,14140114,4501645
3186,13519809,4492037
3187,13190734,4202706
3188,13593413,4311258
3189,13509582,4740293
3190,13328071,4215220
3191,13794841,4312281
3192,14176209,4260279
3193,13418511,4360245
3194,13738358,4498138
3195,13776927,4266831
3196,13800734,4493203
3197,13483731,4230604
3198,13838886,4588581
3199,13796275,4518295
3200,13942719,4278817
3201,14329418,4235280
3202,14385311,4403596
3203,15370619,4994756
3204,14987274,4666549
3205,23218820,5070965
3206,15778915,4539103
3207,16214137,4448716
3208,14978436,4371768
3209,14352760,5171558
3210,15255476,5408671
3211,15127537,4661220
3212,14442071,4549726
3213,17907728,17864043
3214,26582355,4322091
3215,24141157,9288508
3216,19028229,4749560
3217,19092803,4391197
3218,14652846,4254767
3219,22859082,4270492
3220,14974339,4677641
3221,13720581,4470858
3222,15006706,5104443
3223,13894678,4801094
3224,14229946,4330880
3225,14244606,5547451
3226,13822157,4947654
3227,14530490,4441087
3228,13762627,4280188
3229,13519248,4222206
3230,13636331,4638094
3231,13878354,5092147
3232,14490363,4326716
3233,18535436,4582136
3234,15134547,6712401
3235,13505818,4368105
3236,17593082,4338905
3237,15206913,8341581
3238,16794510,4782520
3239,16873631,4486240
3240,13798377,5019316
3241,14838994,4421690
3242,14034718,4504755
3243,14379525,4471777
3244,13300103,4849044
3245,13349330,4591961
3246,14270151,4385374
3247,14425712,4711210
3248,13800044,4595895
3249,15356878,4917763
3250,16538765,4689720
3251,13850890,5616829
3252,17021347,5575153
3253,14813448,5446917
3254,14854764,4744766
3255,14468453,4457262
3256,14544697,4867029
3257,14281598,5153054
3258,13877591,4723569
3259,16590386,4611474
3260,14597693,4786316
3261,14161392,9236720
3262,14619950,4909717
3263,13888376,4939202
3264,14772805,4576826
3265,14859461,4567295
3266,14766680,4706009
3267,14249064,5225420
3268,14166019,4677538
3269,15450205,4784632
3270,14008695,4396863
3271,20040659,4735156
3272,18931161,4550838
3273,14465973,4750056
3274,16883527,8495192
3275,18094771,5742925
3276,19132405,5809921
3277,14506825,5245065
3278,14307592,5867338
3279,19268513,4554365
3280,15298204,4691430
3281,15390733,4693552
3282,13987609,5172495
3283,13960209,4769954
3284,14088057,4461094
3285,14977395,5128836
3286,14377526,5404396
3287,14428239,4887574
3288,14636285,5643132
3289,16431676,4829957
3290,14706226,4536772
3291,15338834,4470509
3292,15157942,4552452
3293,14975802,4723684
3294,13656585,5603325
3295,15414697,5122779
3296,23614574,5250493
3297,14169768,4507799
3298,14929412,4501024
3299,14822750,4663576
3300,14848763,4487895
3301,15116183,4932310
3302,14893844,4695099
3303,15464859,4458198
3304,14300897,5860581
3305,15040295,4681365
3306,14147899,4690398
3307,14456292,4869996
3308,13940696,4947001
3309,14043555,4616937
3310,15259848,4806994
3311,14402809,4715400
3312,14293774,4892103
3313,14236903,4535154
3314,14478131,5130712
3315,15209418,4735700
3316,14439568,4566054
3317,14068183,4743648
3318,15609989,4696136
3319,13692033,4591311
3320,14311529,4799665
3321,14296119,5113495
3322,14960279,5129569
3323,14935451,5236293
3324,14681549,5347043
3325,14853934,4780075
3326,14913560,5217721
3327,14937013,4910653
3328,14490479,5214435
3329,14655133,5492824
3330,14264083,5026229
3331,14928934,5327363
3332,14630690,5016623
3333,14720220,4860912
3334,14732144,5034001
3335,14647034,4613257
3336,14863782,5392745
3337,14468377,5103356
3338,14312933,4673876
3339,14778619,4921056
3340,14135974,4954398
3341,14923398,4938823
3342,15656699,4691459
3343,13736234,6031166
3344,15485553,5583495
3345,14524916,5041938
3346,14479103,5240681
3347,14591782,4936970
3348,14655349,4973579
3349,14344272,5533923
3350,14509938,5279730
3351,15010743,5435594
3352,14831449,4751167
3353,14027321,5086821
3354,14472261,5307900
3355,14755580,4567404
3356,20857747,4777995
3357,15073349,4815828
3358,15017410,4757991
3359,14808983,4670416
3360,14285855,5072393
3361,15597745,5123587
3362,14914823,5104603
3363,14846642,4886252
3364,15427589,4588713
3365,14877849,4816081
3366,15468843,4967235
3367,14585299,4975722
3368,14108012,4817410
3369,15474217,4762793
3370,13995329,4781521
3371,14710333,5076385
3372,14552937,4793523
3373,15314703,4985534
3374,15270190,4675968
3375,15639831,5118082
3376,15284416,5409174
3377,14791127,4788547
3378,14602070,5107887
3379,15144382,4946727
3380,15072827,5104042
3381,14499712,5310359
3382,15319363,4797961
3383,14128077,5611024
3384,14598171,4690204
3385,14682850,4772641
3386,14779661,4788485
3387,15021501,4748092
3388,14102613,4755224
3389,13897333,4754965
3390,15566953,4689611
3391,15724981,5454159
3392,14519104,5712750
3393,15414809,5673151
3394,14977150,4937175
3395,15177444,5190275
3396,15832579,5514401
3397,14406202,5262894
3398,16578301,5307201
3399,15165592,5009749
3400,15842633,5419407
3401,15426962,4902527
3402,14814960,4985221
3403,15154792,5154356
3404,15037203,5503737
3405,14775886,5021878
3406,14054508,5032459
3407,14827575,4894822
3408,14824478,4966390
3409,14741894,5225566
3410,15731145,5709140
3411,14744741,5269364
3412,15159782,5244053
3413,16317388,5079190
3414,14422390,11408254
3415,16934491,5387929
3416,14915138,4879728
3417,14630536,5592822
3418,15502251,5532140
3419,15735993,5769108
3420,15757769,4947440
3421,14946263,5251430
3422,16273243,6233280
3423,15255748,5166782
3424,15504550,5466034
3425,14661336,5148112
3426,15122280,5011270
3427,14514331,4953834
3428,15414660,5050329
3429,16212177,4929658
3430,14650306,5051597
3431,16430557,6208847
3432,16941150,5312530
3433,15115196,5414185
3434,14789979,5658125
3435,14625037,5044657
3436,14307943,4821466
3437,14650751,4995776
3438,15018362,5022992
3439,15061445,5812576
3440,16294559,5354856
3441,15171622,5433331
3442,16010754,5587292
3443,15566569,5255616
3444,16102536,5041040
3445,15644051,5199481
3446,14623700,4959644
3447,15369279,5537035
3448,15310471,5206808
3449,15205939,5094732
3450,15233655,4970716
3451,14238971,4942739
3452,15401023,4972135
3453,16030389,5082125
3454,15366728,5018491
3455,14458311,6237163
3456,15508796,5439653
3457,15867294,5786424
3458,15199215,5401066
3459,14753961,5519951
3460,14746247,5129581
3461,15641055,5010252
3462,16646458,5532843
3463,15854888,5934267
3464,15290220,5026413
3465,15218574,5650558
3466,15416756,6182932
3467,15397735,5178758
3468,15305359,5111653
3469,15177749,5224448
3470,14257669,5256137
3471,15564006,5846938
3472,14573420,4993542
3473,15293606,5262073
3474,14809922,5164878
3475,14332310,5805532
3476,15307505,5597114
3477,15324986,5183854
3478,15542431,5293757
3479,15991027,5001260
3480,17645950,6254109
3481,18367386,6539124
3482,16826537,4955694
3483,20435083,7674246
3484,15533166,4955054
3485,17219676,5603551
3486,16072627,5182933
3487,15585324,5023822
3488,15405071,5310115
3489,15184363,5339546
3490,14645065,5469319
3491,15993148,5346060
3492,14828772,5125341
3493,15331067,5831501
3494,14339967,5877483
3495,15129515,5355733
3496,15664755,4932410
3497,14989364,4986963
3498,15172917,7314544
3499,16717782,5596985
3500,15434220,5284311
3501,14754822,5584388
3502,14827685,5202465
3503,14693869,5302812
3504,15152232,5979108
3505,14834459,5646505
3506,14823902,5013489
3507,14787474,6381543
3508,14658449,5657005
3509,15604280,5414335
3510,16026898,5086663
3511,15459987,5634075
3512,15105472,6132382
3513,14906548,5182977
3514,15693317,5153610
3515,15851915,5072891
3516,15829252,5171985
3517,14816557,5477078
3518,15701886,5520481
3519,15443434,5163216
3520,15380070,5590594
3521,14941243,5258860
3522,14867675,5467087
3523,15371498,5639914
3524,15140172,5235817
3525,15181779,5496036
3526,15847951,5136237
3527,15500505,5568007
3528,24651813,5738005
3529,16460870,6104464
3530,16957940,5595635
3531,15702631,6030591
3532,17778363,5821197
3533,16206049,6207884
3534,15879972,5410489
3535,15895455,6201069
3536,16378296,5802962
3537,15343399,5926781
3538,16589078,5574421
3539,15201924,5625071
3540,14894213,5574109
3541,16364933,5407570
3542,16650407,5374027
3543,16091698,5847681
3544,15663057,5225379
3545,15678898,5769823
3546,15908707,6097864
3547,16208038,5648944
3548,19371922,5303757
3549,16383812,5698009
3550,19656408,5547659
3551,16055225,5833811
3552,15332466,5725864
3553,15883949,5655158
3554,16170398,6439699
3555,15944398,5597682
3556,15560994,5644244
3557,15148612,5797757
3558,15385195,5627543
3559,18082186,5830648
3560,18612196,6416520
3561,15761248,5293888
3562,14979704,5432400
3563,15754754,5595970
3564,15724637,5282885
3565,15896198,5376531
3566,15998550,5417857
3567,15915635,5636457
3568,15499062,5686528
3569,15138004,5245284
3570,16459272,5816290
3571,15437862,6292380
3572,16165211,5548801
3573,17181631,6377155
3574,17398303,6486247
3575,15389206,6166596
3576,17969341,5571347
3577,17517461,6083573
3578,16811491,5480319
3579,16784904,5236344
3580,16221230,6046329
3581,15339405,5857184
3582,18206097,5793135
3583,16537955,5778753
3584,15874405,8366563
3585,17664583,9687376
3586,17628166,5613137
3587,17706918,8378501
3588,17516585,5341674
3589,15908201,5870063
3590,17249866,5618616
3591,15442235,5393719
3592,15804704,5436444
3593,15441529,5714965
3594,16311948,5570595
3595,16078662,5747558
3596,16685102,5790380
3597,16598007,5237061
3598,15935988,6246201
3599,16686393,5771024
3600,15593367,6215880
3601,20240453,5431247
3602,14911737,5754757
3603,15538638,6652642
3604,15136330,9266215
3605,16270295,5681592
3606,15553488,5287256
3607,15350322,5602370
3608,17157100,5444102
3609,15829518,5307286
3610,14888500,5315580
3611,15146744,5685027
3612,16825915,5553857
3613,16519738,5598079
3614,16827075,5946040
3615,19884294,5621907
3616,16628736,5547673
3617,15787668,6658540
3618,17558711,5290743
3619,15245055,5368903
3620,16117464,8964047
3621,18173179,6358664
3622,15496928,6028963
3623,17264430,5846634
3624,15388581,5649965
3625,24455738,11496486
3626,15632923,5666378
3627,17174832,5517502
3628,16175702,6154373
3629,17048506,5858143
3630,16747547,5321431
3631,15606843,6129889
3632,16051337,5625508
3633,15538154,6153318
3634,23856263,5637082
3635,20109021,5635759
3636,16146814,5716076
3637,16232772,5707848
3638,15484198,5532068
3639,15335430,5654596
3640,16262592,5669138
3641,15183444,5899745
3642,16466139,6089373
3643,16086065,5979989
3644,16219653,5989181
3645,16192902,5840531
3646,20587465,7939959
3647,16160160,5639381
3648,15508922,6001843
3649,15955960,5853359
3650,15169557,5600013
3651,16334629,5996314
3652,16278373,5868110
3653,17928895,6346241
3654,16660480,5946431
3655,15756766,6070842
3656,15866808,6016517
3657,15549538,5675891
3658,15653938,5669119
3659,15539271,6378294
3660,17145126,7662381
3661,16775105,6026312
3662,16843399,6017593
3663,15912691,5916869
3664,16259791,6427646
3665,21244105,6190365
3666,16391718,6257688
3667,16292015,5557795
3668,15567681,6310805
3669,16658074,7196176
3670,16828524,6359696
3671,16047259,5976644
3672,16103561,6106094
3673,16886610,6911975
3674,16313743,10048497
3675,16389669,5553246
3676,16415290,5717811
3677,16925886,6027453
3678,16582106,5834467
3679,18589376,5828983
3680,16151892,6253983
3681,17530149,5879765
3682,16389008,5523844
3683,15931630,5676506
3684,16414435,6667515
3685,20555448,6376748
3686,16784215,5794449
3687,16210350,5994862
3688,16465399,6244920
3689,16045211,5951443
3690,16218160,5843080
3691,16010028,5808681
3692,15993927,5814264
3693,15969786,6234434
3694,15789207,6256518
3695,16645140,6188148
3696,15930668,5939950
3697,15746765,5611974
3698,15860144,5723322
3699,15570782,6118191
3700,15891158,6113174
3701,15327154,5869431
3702,18570257,5929783
3703,15952936,6612321
3704,17149645,6048915
3705,16511797,5951087
3706,17546710,6088163
3707,15350802,5923830
3708,16569369,6031179
3709,20094097,5952504
3710,15997495,5566529
3711,15110667,6123192
3712,20273976,6398592
3713,16962908,7277400
3714,15876880,5683524
3715,15014356,5533611
3716,15616734,6182766
3717,17043249,6207472
3718,16262221,5800806
3719,16206749,6022382
3720,16041577,5832742
3721,16550443,5954930
3722,16142851,5780350
3723,15507338,5737651
3724,15102496,5549905
3725,15837135,6579949
3726,16365693,6193821
3727,16119055,5741452
3728,15766588,5876905
3729,15464079,6077071
3730,16756673,6163203
3731,16793538,6222859
3732,16702539,6430898
3733,16216653,6315607
3734,16497837,6829229
3735,17461162,6226394
3736,16228507,6261443
3737,16229897,6350523
3738,17238767,6518752
3739,15760910,5996963
3740,15413766,5720501
3741,15682519,5730535
3742,15193249,5846265
3743,16430645,5878763
3744,16321666,5926100
3745,15174917,5742103
3746,15600336,5871742
3747,15390794,5952315
3748,15783968,6544690
3749,15718973,5871791
3750,17075617,6627458
3751,16207470,5953835
3752,17650202,6381885
3753,17756225,6154437
3754,15872651,6169547
3755,15616937,5782973
3756,15359988,6255255
3757,16040224,6295882
3758,15680127,5983700
3759,15618284,5980071
3760,15715550,5874621
3761,15976364,5888583
3762,16545113,6009046
3763,15980990,5975696
3764,15866959,5945471
3765,15848068,6427265
3766,16660461,6240539
3767,16776594,6199937
3768,16375328,5836217
3769,15982934,6143219
3770,16703855,6215709
3771,16495162,5985041
3772,18633233,6455087
3773,15704028,6269790
3774,16557951,6032977
3775,16300487,6129694
3776,17020460,6466345
3777,15733197,5865251
3778,16250568,6196803
3779,16694319,6193439
3780,15971709,6281721
3781,15665140,5799319
3782,15531457,6511573
3783,16176463,6311790
3784,16262715,5927970
3785,15988958,6147794
3786,15870243,5827763
3787,16132530,6155393
3788,16768178,6158978
3789,16287141,5961377
3790,15397105,5815631
3791,15306496,6105070
3792,15658675,6700226
3793,16776836,5858518
3794,15766499,5949336
3795,15347902,5743324
3796,16319137,6062037
3797,18003900,6164595
3798,16534971,6126230
3799,16147497,6146212
3800,15528647,6439754
3801,16044705,5948763
3802,16313559,6277383
3803,16125883,6059327
3804,15776191,5888826
3805,16927629,6228742
3806,16569791,6209426
3807,16493388,6119754
3808,15520951,5931276
3809,16199344,6085331
3810,16530096,6151001
3811,16111176,6233594
3812,15734235,6002022
3813,15476721,5969983
3814,16084178,6290673
3815,16618141,6546660
3816,15993854,6196416
3817,16494458,5948032
3818,16014562,6274298
3819,16988604,6102517
3820,16710854,7144328
3821,15975184,6075765
3822,16241189,6359889
3823,16715883,6435651
3824,16460043,6019009
3825,16897323,6069633
3826,15580804,5909821
3827,15934504,6056676
3828,17689008,6074685
3829,16755691,6042948
3830,15899451,5966193
3831,15790237,6529238
3832,16614592,7260343
3833,17410213,6868237
3834,16178287,6450183
3835,16069956,7078806
3836,16699086,6827342
3837,17903766,6227834
3838,17081006,6568649
3839,15506718,6095558
3840,17045076,6374193
3841,16794940,6230460
3842,18181415,6614701
3843,17269388,6024105
3844,16149850,6499791
3845,16825911,6460856
3846,16381931,6189981
3847,15560603,5986332
3848,15719681,6290364
3849,16863706,6505411
3850,16960554,6255341
3851,16205195,6309812
3852,16124187,6015641
3853,16612033,6201251
3854,16518348,6230202
3855,15939639,6572200
3856,15944667,6037114
3857,15631485,6177622
3858,18231328,6184255
3859,16533434,6085143
3860,15535910,6157496
3861,15542594,6078940
3862,17140571,6320872
3863,16955909,6433079
3864,16236441,6415654
3865,15721552,5998367
3866,16935916,6484937
3867,17544291,7362133
