n,Loop A (ns),Loop B (ns)
7748,30671641,25406297
7749,34223169,23129598
7750,30081314,25960651
7751,32358968,26834526
7752,29937460,22204832
7753,28408728,22854569
7754,29950340,23097022
7755,28618098,21944332
7756,29268701,22782941
7757,28982637,22870595
7758,29885916,22699133
7759,30578204,24995752
7760,33386504,23491402
7761,29681776,23367240
7762,29383878,22582679
7763,30321991,22870687
7764,30037049,23050012
7765,29674556,23364909
7766,29461140,22856239
7767,29543226,23673887
7768,30025270,22896149
7769,30320740,24014124
7770,29414168,24091444
7771,34697306,23702485
7772,30300220,23835199
7773,33134534,23565517
7774,30147680,24205372
7775,29379945,23565781
7776,29524466,23361406
7777,30448704,23067310
7778,31290392,23749370
7779,31184317,23349110
7780,30828793,23197451
7781,29167407,24301182
7782,30345652,22963075
7783,29237785,23883230
7784,30024647,22958767
7785,29839762,24298683
7786,30916857,22983646
7787,31835977,25105729
7788,32235331,22578163
7789,31148127,23825005
7790,29834837,23546736
7791,31053792,24377896
7792,30598746,24273136
7793,30964295,24148866
7794,31164168,24268814
7795,30223328,25730981
7796,32751391,25583893
7797,29845833,23457659
7798,29718625,24003569
7799,30482445,23122122
7800,29751606,23270410
7801,29014791,23581832
7802,30871129,25571592
7803,32053527,25026929
7804,33362243,25774016
7805,32862976,24411705
7806,28888834,23068229
7807,29129224,23514091
7808,29265457,22760273
7809,30398526,23470176
7810,29311410,22543357
7811,29538511,22756353
7812,29604730,22907819
7813,30384245,24645786
7814,30323509,24094986
7815,30101326,26255213
7816,29467526,23319876
7817,29958079,24114861
7818,29772918,23372224
7819,29541866,24588036
7820,29744500,23361612
7821,29682858,22472184
7822,30333765,22971461
7823,30067135,24585192
7824,30306638,23535457
7825,30617780,24413729
7826,30439768,24273081
7827,30969486,23847304
7828,31310694,26060188
7829,28968156,23256265
7830,32962056,24640142
7831,31705965,24761035
7832,31795944,25095154
7833,32343594,26568617
7834,33447096,25717869
7835,31016638,24915030
7836,29836017,23265406
7837,32984204,26984172
7838,33263243,25978045
7839,32355738,23065005
7840,29598143,23110128
7841,29300020,23774957
7842,30898095,24154059
7843,32200383,26496972
7844,34530013,25173141
7845,29640314,24487258
7846,33242772,22897847
7847,30555420,25227318
7848,29521084,23144739
7849,38894354,24232300
7850,31194108,24293993
7851,30399231,31209656
7852,31046919,23990165
7853,31102816,23000116
7854,32167153,23026279
7855,30233440,24424501
7856,29982039,24213464
7857,29776158,23534815
7858,30581651,24409298
7859,28858432,23126419
7860,31737316,24166582
7861,33201516,24203987
7862,30270606,23479537
7863,29683889,23754789
7864,29749636,22806896
7865,29908884,23755279
7866,30022258,23781351
7867,32950758,23973876
7868,32037584,25885125
7869,30415191,24158703
7870,30550931,24446683
7871,31446251,25264963
7872,29600596,25547902
7873,29817427,26362378
7874,34792814,28098933
7875,48899583,24260859
7876,34606882,24962442
7877,32472885,24403827
7878,31182335,24791767
7879,32433230,25683936
7880,30347562,25805314
7881,32045362,25098867
7882,31779193,25553345
7883,36266085,24439861
7884,31504263,23644896
7885,30198368,24764292
7886,30830178,28424697
7887,34160450,25215101
7888,31488416,24469257
7889,30262970,23896726
7890,30916542,23762889
7891,34524944,25194676
7892,32761196,28002323
7893,32088841,25779298
7894,30709733,26543734
7895,32644682,24360960
7896,30267508,24373751
7897,32413328,23825591
7898,31720160,25080915
7899,31672423,24265619
7900,30053818,24787913
7901,28987006,24782460
7902,31299115,24929777
7903,30894551,24498269
7904,30899011,23607107
7905,31420680,26130781
7906,32619469,24676748
7907,33037611,25129422
7908,37191448,27196548
7909,38482167,30640980
7910,34314992,28861828
7911,33487197,25140450
7912,33223148,26539888
7913,31873035,25203102
7914,32038372,24013490
7915,30643174,24274151
7916,31250862,23674726
7917,31643347,23430151
7918,31046782,24059644
7919,30746372,26288259
7920,29410331,24970870
7921,31404208,25409633
7922,30139013,24188106
7923,30756353,23699106
7924,29933117,23098220
7925,30696061,23958167
7926,38189518,25716043
7927,34444438,25173951
7928,31075257,25175128
7929,35376868,23747286
7930,30591276,23834388
7931,29638453,23984293
7932,32772585,25058090
7933,31859953,24993491
7934,29986198,23567360
7935,29555531,26497580
7936,29557678,24685331
7937,32643572,24189657
7938,30932291,24417054
7939,30350725,25020851
7940,29999414,26649875
7941,34006382,23776421
7942,31095613,25340323
7943,29343478,24678517
7944,30973070,24185270
7945,31744242,23446750
7946,29616047,23722931
7947,29261049,24019005
7948,29769900,23964264
7949,30063092,24102303
7950,30895839,23238280
7951,29127413,23998967
7952,32054800,23209875
7953,29746573,25516812
7954,29469143,24353823
7955,29839583,24207219
7956,30730655,27067728
7957,30511422,24854397
7958,32341921,27280547
7959,32915954,32106205
7960,34130843,24725125
7961,32604776,26341376
7962,38214818,35849467
7963,32449221,27478375
7964,30976320,24265277
7965,30640490,23552121
7966,30124624,23913048
7967,30406184,23899544
7968,29639698,24050867
7969,30320770,24382677
7970,31805076,24811468
7971,29901490,24748791
7972,30912614,25353235
7973,30726471,23961399
7974,31753711,23962393
7975,34137131,26121040
7976,33254702,24434463
7977,33141565,49168841
7978,43959853,33697511
7979,39500539,27516150
7980,35072199,25777323
7981,38808574,27506520
7982,31946635,24764914
7983,33048486,24888803
7984,31012966,25465330
7985,30053169,23875020
7986,29711636,24406283
7987,31847927,24011157
7988,31740874,23837931
7989,32516293,24147666
7990,34039717,23919116
7991,31066591,25198953
7992,33991616,27356125
7993,32842711,25495342
7994,41482221,25829574
7995,33572134,25638564
7996,33446702,25664608
7997,33811183,25750548
7998,33558879,24485890
7999,29834089,24992626
8000,30953768,25400897
8001,31968065,25636702
8002,32398057,27163704
8003,35890510,27307808
8004,34518096,25884324
8005,32451936,25850801
8006,31949485,25207014
8007,31748101,24820484
8008,30582307,25141091
8009,34157088,29836263
8010,30680592,25283973
8011,31810785,27719187
8012,49335481,34982722
8013,38965788,29925213
8014,37391577,29432710
8015,34423567,26317929
8016,32627752,24348475
8017,30402434,24258632
8018,30783146,24686567
8019,31377160,25048608
8020,32484410,26221999
8021,30925159,26645055
8022,35993817,28792069
8023,33015844,28323541
8024,39086341,25965068
8025,48271220,24551357
8026,31351708,28311096
8027,36731635,27064613
8028,37164013,25192694
8029,30991007,24673204
8030,30426314,26781450
8031,32708731,24929373
8032,33707514,24664877
8033,35447199,29353339
8034,33659981,26321277
8035,33514625,40587378
8036,34283110,27174186
8037,34274605,28366271
8038,31363286,28113483
8039,33472413,25645015
8040,32163397,34123918
8041,33151659,27127163
8042,32282616,26382437
8043,32718881,25288209
8044,31725656,26428207
8045,31935031,26479970
8046,36347098,28840466
8047,33915814,26448434
8048,34083604,26135090
8049,35828243,27618891
8050,32061242,25774124
8051,33828222,26114961
8052,32936826,25963536
8053,31975118,26624197
8054,32230569,25887552
8055,32482062,25639360
8056,31884782,24802101
8057,33058678,27103608
8058,30860232,29753443
8059,34004236,26656113
8060,32509133,28731536
8061,38643978,26320465
8062,34147740,33184812
8063,38818534,43215772
8064,35611482,27496350
8065,36909432,27616886
8066,48760053,26299126
8067,36806682,26902902
8068,32536513,26021723
8069,32343664,26564179
8070,33023305,25919377
8071,34871172,28750885
8072,33681875,27127754
8073,31786350,26027241
8074,32858701,26590598
8075,34150600,27037249
8076,34865676,28103550
8077,34360875,26321313
8078,32731345,24994275
8079,31933201,32708632
8080,33437594,28750837
8081,34390589,41352157
8082,50431238,26640543
8083,29745637,25085931
8084,30964497,25810286
8085,30078507,25176178
8086,31145443,27196782
8087,34847312,25923457
8088,33550380,25551271
8089,31157118,26115260
8090,37609985,27407088
8091,33378865,26025727
8092,32414957,30459457
8093,32077492,27325293
8094,30900603,23857515
8095,32561415,26288373
8096,32678387,26422741
8097,32710113,26593986
8098,32713854,26285396
8099,31626404,27055941
8100,30742529,25915239
8101,32091051,25640311
8102,31720859,24905104
8103,31080319,25348326
8104,31060872,25996891
8105,32500865,26738894
8106,33146412,27080555
8107,33222589,26284522
8108,31992299,26121280
8109,32440461,26879062
8110,32620541,25859023
8111,31744420,25279444
8112,31309328,25296709
8113,30863457,24756160
8114,30566020,24521200
8115,31928989,26202803
8116,30649115,24404160
8117,30703624,24570642
8118,30258023,24778526
8119,30738425,24729360
8120,31006382,25362609
8121,31189565,24381412
8122,30673040,24876722
8123,29723728,24151236
8124,30628610,25346228
8125,31736198,25485973
8126,30590133,24426247
8127,29877166,25633681
8128,31003160,24601936
8129,30460027,25123009
8130,31258245,25146233
8131,31939446,26193470
8132,30511157,24423959
8133,31256851,24720446
8134,29942119,25112204
8135,31262194,25154337
8136,30356931,25295285
8137,30245620,24256745
8138,30887582,26606710
8139,31133157,25347083
8140,31832656,25633673
8141,31308302,24989154
8142,30646392,25088016
8143,30338704,24616423
8144,30125412,25059673
8145,31223731,25782795
8146,30495278,24566652
8147,32894076,26281134
8148,31031425,25099403
8149,32379807,25460866
8150,30250561,24985986
8151,32984674,26755506
8152,32506946,25819667
8153,30725771,24724228
8154,31512474,25957219
8155,30518608,24903553
8156,30418861,24952858
8157,29669651,25549574
8158,31983092,24539524
8159,30182121,24951901
8160,30382432,24655490
8161,29818592,24325006
8162,29527807,24333551
8163,29853682,24758881
8164,30245133,24956535
8165,30292443,24451398
8166,30952729,24919601
8167,31131478,24961345
8168,30212534,24927972
8169,30809296,25086260
8170,30008997,25366481
8171,30797850,25230287
8172,31449357,25486506
8173,30820946,25329068
8174,30617522,25006290
8175,30383092,25630800
8176,31692279,25675784
8177,31245696,25393581
8178,30828554,25470976
8179,30111719,24987553
8180,30682672,24481082
8181,30484347,25208525
8182,31083337,25212392
8183,30405596,25051639
8184,31192830,24860481
8185,30933573,25349250
8186,31160878,25024643
8187,30352069,25834972
8188,31308335,25554521
8189,30563579,25388066
8190,30616082,24749712
8191,30041741,24555188
8192,30307497,24799086
8193,30467002,25690982
8194,30650033,24468590
8195,30591928,25514111
8196,31182699,24908762
8197,30072918,25438911
8198,33020024,26776381
8199,30717504,24815325
8200,31021158,26298660
8201,31339785,25120550
8202,31388879,26379367
8203,31616256,25999864
8204,31485779,25973900
8205,31874165,26230244
8206,32815773,26165195
8207,31675182,25764814
8208,31432671,26575616
8209,31989820,26542769
8210,31990335,26415118
8211,32398918,26618908
8212,31811374,25756850
8213,31881933,26117851
8214,33205401,27451201
8215,35244054,28137285
8216,34074472,27799773
8217,33111837,26977103
8218,32836688,28007157
8219,34831643,29036898
8220,34379266,27221451
8221,32067775,26634063
8222,32184935,26916923
8223,32904894,26945595
8224,32573996,27163991
8225,32728288,26603871
8226,32278412,26555897
8227,32313760,27142471
8228,32443874,27141334
8229,32989187,26980678
8230,32650355,26470412
8231,31720621,25700076
8232,31997498,26456673
8233,31567238,26042564
8234,30999499,25404476
8235,30686359,25254155
8236,30475594,25770465
8237,30642765,24869632
8238,30314015,25439349
8239,32345644,29171098
8240,35640625,28655215
8241,33510056,29965825
8242,31363930,25251333
8243,31371669,26132401
8244,34917054,28339759
8245,34318010,28353568
8246,33563396,29102246
8247,34730914,25573222
8248,31037005,25450888
8249,32274615,27624500
8250,33371206,27367220
8251,32280681,25894049
8252,31176185,25957648
8253,31472786,25381556
8254,31418730,27549187
8255,34812166,27704694
8256,31839218,28693606
8257,32796291,27203694
8258,31674188,27394404
8259,33160016,28022365
8260,34063708,28533491
8261,34917167,25360728
8262,30712891,25378576
8263,30965650,25532201
8264,30207724,25467088
8265,30718457,25693219
8266,31759164,26811930
8267,32160186,25609859
8268,30336399,26073973
8269,31236815,25077946
8270,31774874,25473177
8271,30302729,25777752
8272,31122989,24955485
8273,30136677,25671948
8274,30920137,26114156
8275,32152317,26107034
8276,31673936,25644201
8277,31649770,26230024
8278,31387231,26059758
8279,31776733,26081570
8280,31760724,26526062
8281,32433786,25435577
8282,30937144,25677086
8283,30832763,26250047
8284,31548459,25969805
8285,31140058,26068455
8286,30991313,26287908
8287,32288783,26847048
8288,33763817,27593509
8289,32406447,26579924
8290,32061928,26197215
8291,31645193,26332624
8292,31589994,25816102
8293,31185409,26575705
8294,31580683,26043999
8295,31583672,26637571
8296,32621239,26831129
8297,31973870,26833772
8298,32601572,25739289
8299,34691381,27251298
8300,33499841,26570843
8301,31306958,25625811
8302,31087139,25828097
8303,31164255,25727013
8304,30300484,25886951
8305,31173118,26978229
8306,32614177,26676303
8307,31304798,25948351
8308,31524475,25728526
8309,30609471,25929827
8310,31985473,26421032
8311,32955513,29269286
8312,33696448,27255758
8313,32485263,25327471
8314,30811228,26083956
8315,31098536,25172793
8316,29912037,25228057
8317,30031524,26965194
8318,34535609,27304110
8319,30719076,26377473
8320,33142542,25422328
8321,31385652,26208963
8322,31464318,25324953
8323,30457123,25700178
8324,30550971,25747932
8325,31359987,25833200
8326,31037392,25936769
8327,31591260,26148861
8328,32106937,26893974
8329,31693877,26594358
8330,33260799,27825114
8331,35277740,28184824
8332,31893885,26301654
8333,32535154,25992370
8334,30543598,25416304
8335,31990888,27099887
8336,31480259,26238987
8337,31644374,25634720
8338,31016150,26484597
8339,31251829,25724101
8340,31304103,29755885
8341,31900021,26422019
8342,35700328,29522857
8343,35273796,29739635
8344,34627977,29912061
8345,35498946,26173528
8346,33982251,26975372
8347,31232165,27866689
8348,32576055,25542759
8349,31476983,26672960
8350,31638240,26665846
8351,31792761,26948705
8352,32338805,26658316
8353,32196640,26865492
8354,34359620,28444507
8355,31358433,26998721
8356,31496589,25736036
8357,30760505,29430465
8358,34977905,29244136
8359,35211300,29127177
8360,36024724,30117244
8361,35726291,29507475
8362,36325517,28676223
8363,31269056,28379951
8364,34258534,26940177
8365,33781422,28048273
8366,32557033,27430475
8367,31933168,26334782
8368,32530350,29908575
8369,34898617,29177264
8370,30904755,28376730
8371,35493872,27928550
8372,32108521,29365160
8373,33524865,26534128
8374,34311714,29228863
8375,31954866,29761257
8376,35630362,29817834
8377,36109075,29822046
8378,35260040,29658130
8379,35219288,29509527
8380,33947916,28764991
8381,35163577,29739518
8382,33442815,26301771
8383,31546600,25924144
8384,32201134,27019263
8385,30814170,26338545
8386,31956443,26525954
8387,33916509,29705823
8388,33469860,27076598
8389,35383851,30075760
8390,35989183,30074727
8391,35766333,30113451
8392,35343784,26111091
8393,31120400,26802102
8394,31333750,26690618
8395,31247444,27559653
8396,32805171,27121156
8397,35522363,27143781
8398,34520648,29369434
8399,35595478,28968497
8400,34797969,30759242
8401,33936982,28514099
8402,34933514,26057819
8403,35753329,28575175
8404,31174148,29087665
8405,34735289,26102013
8406,30737175,26175512
8407,31570993,26647437
8408,31218403,26001672
8409,31972495,26452930
8410,31900601,27059040
8411,34221057,27705219
8412,33090856,27688975
8413,31393131,27290183
8414,32153567,27696374
8415,31858117,26682925
8416,31620765,27953886
8417,32473371,27479404
8418,33646127,26349454
8419,31723151,26028724
8420,31360089,26596342
8421,34575277,26541783
8422,33656174,30407048
8423,33009275,27144182
8424,35511728,30045322
8425,33122427,27666850
8426,31812320,26747127
8427,32732424,27140987
8428,33028288,29764191
8429,35298627,30374028
8430,34575048,27872294
8431,32647348,26429401
8432,30899480,25782761
8433,30396442,26960630
8434,32945243,27152218
8435,31806035,27211411
8436,33004648,27723504
8437,33692097,26462067
8438,33391481,27546043
8439,32488506,25950089
8440,31438434,26857804
8441,31272249,27482301
8442,35282522,29706120
8443,31866102,26460024
8444,31646508,26575857
8445,32078742,26623710
8446,32511598,26207609
8447,31052271,26493347
8448,33653944,26144711
8449,30852218,27512937
8450,30620905,26577321
8451,32487371,26990784
8452,30888239,26237458
8453,34693954,29365967
8454,36084752,29888448
8455,35338161,29937665
8456,36338921,27945949
8457,32087286,28668967
8458,33597036,28011750
8459,35669131,30662309
8460,36719982,30635736
8461,36294713,27587493
8462,34055747,29299995
8463,35910349,29406701
8464,33702269,28708263
8465,35475243,28113055
8466,33639405,26336104
8467,32456361,28607744
8468,35981989,30955300
8469,36704082,27640403
8470,31563082,28119526
8471,34149603,29047615
8472,33575996,28617485
8473,31365233,29898100
8474,35694432,28490424
8475,32796476,27698481
8476,32143401,27619754
8477,31330873,27229579
8478,31332445,28112828
8479,33086422,30085238
8480,35417117,30340030
8481,35071321,29861310
8482,36188718,31774506
8483,36257123,31127980
8484,36816167,31575011
8485,35588175,27012756
8486,31496058,26613259
8487,31307265,26258813
8488,32280920,27874608
8489,32369929,26778808
8490,32457532,28374532
8491,34488619,30374684
8492,35043512,29872630
8493,35740003,30371761
8494,34559935,29365345
8495,33708849,28052100
8496,32535638,27560947
8497,32798236,27263453
8498,32378620,27750051
8499,33443506,28139509
8500,33019904,30608516
8501,32623238,27567696
8502,33025658,30328648
8503,34991089,26688378
8504,32031633,26762504
8505,32713729,29972760
8506,33818354,26936021
8507,33918384,27069995
8508,33116748,29586609
8509,32505661,26960723
8510,31382577,26208557
8511,32064474,27702611
8512,31625017,27232002
8513,31406151,27592663
8514,32075368,27849528
8515,32361197,28800646
8516,32359089,30969135
8517,33438000,28057095
8518,36075933,27907969
8519,32991825,28174727
8520,32597926,29150092
8521,31943187,27135515
8522,32045051,27295810
8523,31630949,27309303
8524,31369933,26778505
8525,31895889,26854463
8526,32962296,27305002
8527,32127597,27266683
8528,33251766,27707212
8529,33669576,27858836
8530,32443164,27583017
8531,32897662,27731364
8532,34292913,28251560
8533,31372784,27368125
8534,31989830,28258252
8535,32716086,27771660
8536,32077132,27950766
8537,31606300,27633893
8538,34272472,30853201
8539,36492255,31612920
8540,36809819,31835404
8541,36976902,30954262
8542,33591673,28202228
8543,33063910,27951865
8544,32225693,27215253
8545,31561631,26728806
8546,30926075,28317851
8547,32692525,27117264
8548,32731713,28307176
8549,32790308,27469395
8550,32178397,27786227
8551,32419001,27293584
8552,32610336,27512816
8553,31748817,27356317
8554,32507527,28064731
8555,33047971,27807128
8556,32583174,27408386
8557,32684442,28606780
8558,32688133,28631159
8559,33300149,28610104
8560,33579833,30007624
8561,33846328,28788368
8562,33248125,28356950
8563,33139618,29331900
8564,32971410,27094776
8565,32460196,28313348
8566,33075678,28731131
8567,32656159,27256118
8568,32923498,27795146
8569,31453715,27402966
8570,32609455,28040472
8571,32343197,28373360
8572,33697972,27599753
8573,32496475,28547270
8574,32926648,28709180
8575,34488858,28929586
8576,31828889,28451710
8577,34011046,28518474
8578,32516667,28355012
8579,33476689,29560880
8580,35302734,28998657
8581,32563726,27985477
8582,31960832,27837014
8583,32380117,27957895
8584,32042907,27918383
8585,32562457,27870793
8586,32185991,28318129
8587,32760104,28372314
8588,32365939,28099210
8589,31501568,28038673
8590,31786025,27989864
8591,32732216,28042238
8592,31935113,27751802
8593,32565786,28672552
8594,32173279,28219393
8595,32398256,27883615
8596,33540573,28656454
8597,33288782,28741859
8598,32570141,27812256
8599,31760072,26799364
8600,31690434,27089304
8601,31577940,27569675
8602,32509021,28484058
8603,32265430,27756103
8604,32894601,28278189
8605,32602171,27735353
8606,33162694,27512958
8607,32002924,28158866
8608,32660330,27677437
8609,32758305,28282421
8610,32965664,28509773
8611,33173608,28031784
8612,32052116,27879074
8613,33555055,28088339
8614,32273780,28202819
8615,32403943,27061419
8616,32629035,27644320
8617,32592541,28721510
8618,33280606,28024864
8619,33238836,28781856
8620,33078598,28478183
8621,32538986,28460842
8622,32031010,28190134
8623,32950453,27839715
8624,32601750,27566122
8625,31614163,27893766
8626,32707968,28574180
8627,32551992,29024442
8628,32896174,28527413
8629,33990094,29313748
8630,32334727,28760342
8631,33317997,29167213
8632,32516570,28442965
8633,32900791,28126795
8634,32162147,27376433
8635,31542393,27651292
8636,31478474,27117244
8637,31835526,27493152
8638,31883533,27549456
8639,32671318,27681496
8640,32558998,28367246
8641,32124207,27033641
8642,32508450,27570516
8643,32172688,27797981
8644,32304364,27543192
8645,31920582,28113746
8646,33423853,28206853
8647,32410121,28112027
8648,32121950,28171317
8649,33031744,27792135
8650,32629333,28196868
8651,34404318,30176811
8652,34787780,29781809
8653,33552024,27538252
8654,32609302,27378059
8655,32586443,28614113
8656,32280648,28351267
8657,33477441,29575222
8658,35344258,30213225
8659,35220444,30348049
8660,34723819,28429374
8661,32239768,28883290
8662,33834832,28679714
8663,32608581,28386967
8664,33055564,27886719
8665,32925421,27906853
8666,33561567,29268794
8667,33615171,28430041
8668,32665054,28396034
8669,32513857,27925148
8670,32127053,27701264
8671,31553386,27881245
8672,31975457,27900760
8673,32394422,27777654
8674,31414583,27740085
8675,33508097,28445312
8676,32478600,27762109
8677,31884755,27653092
8678,31563930,27878584
8679,32978305,28702076
8680,32902796,28221003
8681,32670327,28472437
8682,32681069,27633173
8683,32214620,28143741
8684,33871360,28251284
8685,32526340,28333550
8686,33644827,28860482
8687,32478283,27741022
8688,32191502,28031940
8689,32203465,27924735
8690,32861494,27814907
8691,31913607,28053025
8692,32377779,28407175
8693,32933002,28221389
8694,32493220,29142861
8695,32830991,28218408
8696,32938478,28147991
8697,32247284,28162999
8698,32528015,28425472
8699,32503757,28720478
8700,33058117,28583966
8701,32654974,28736696
8702,32209798,28160173
8703,33181637,28298564
8704,32887932,28116455
8705,32418426,28432708
8706,32482728,29385425
8707,32924447,29345199
8708,32975790,28922990
8709,32261101,29457829
8710,33934354,29200532
8711,33143898,30155347
8712,33067422,29338385
8713,33613012,28998263
8714,33573360,29316093
8715,33117301,29424129
8716,34164680,28552506
8717,32623110,29473628
8718,32733001,29484834
8719,34311191,28692555
8720,32540189,29474253
8721,33338191,29088464
8722,33737313,28305946
8723,31803398,28937805
8724,33156776,29818672
8725,33784212,29697183
8726,32805694,28498703
8727,33368034,28634968
8728,33420899,29874054
8729,33880965,28841134
8730,33491696,28985917
8731,34110786,30446250
8732,33647613,27794692
8733,32989768,29184130
8734,32366120,28240186
8735,33362962,28031938
8736,33997234,29639081
8737,33213810,28804188
8738,32823333,28457934
8739,31626973,28451693
8740,32950819,27650972
8741,31366441,28384031
8742,34005382,30884380
8743,36020996,30755479
8744,33043030,29232686
8745,32834380,28001511
8746,33103296,28298695
8747,31654556,28465958
8748,32693857,27608078
8749,31689977,28479388
8750,31495337,28633142
8751,32983161,28880237
8752,31969943,28817274
8753,33074969,28704764
8754,33430757,29243863
8755,33207817,29058618
8756,33000055,29591830
8757,33310941,29242024
8758,32444596,27709829
8759,34382230,30539477
8760,33066583,29870355
8761,35455280,30002581
8762,34583904,29852149
8763,31873144,29040335
8764,33062307,28232051
8765,32852690,28048420
8766,33432135,29700668
8767,34136116,29950737
8768,34297336,29589967
8769,32999155,28435267
8770,33252981,30139810
8771,32901132,27744549
8772,32777547,28914843
8773,32461470,28700998
8774,32417356,27498918
8775,32814282,28747943
8776,32807893,29704636
8777,33306666,29112179
8778,33109038,28817866
8779,32283281,28720150
8780,32710175,28053052
8781,31643210,28825562
8782,31864756,27613300
8783,32258482,28657262
8784,31280690,27672314
8785,32650007,28357525
8786,32381909,28714795
8787,32401560,27740035
8788,33153359,29216052
8789,32446702,28391406
8790,33298399,27908627
8791,31673336,27915797
8792,31678432,28090727
8793,32499917,28918704
8794,33953423,29138372
8795,34198318,28376702
8796,32737891,29486390
8797,33540537,30193626
8798,32971522,29281661
8799,32328520,28588854
8800,32396491,28221314
8801,33152170,28565396
8802,33178837,29838532
8803,33716241,29065270
8804,33019300,29209587
8805,33418360,29168365
8806,32648587,29418847
8807,33530456,29270035
8808,32720877,28714717
8809,32355985,28656916
8810,31774380,29076633
8811,33001738,29369743
8812,32901099,29855857
8813,32900761,28841187
8814,33051574,29002327
8815,32559463,29124472
8816,33221721,28464302
8817,33112102,28635737
8818,32273139,28880307
8819,33044608,29218010
8820,33817859,29544621
8821,33883646,30009545
8822,35125615,30960038
8823,35163870,31910229
8824,35931645,30628400
8825,33432117,29680009
8826,32930391,30219086
8827,33069908,29239643
8828,35239636,30350642
8829,35195157,31834964
8830,34914031,29977368
8831,34112961,30000385
8832,32437397,29673276
8833,33879270,28629793
8834,32519853,29422150
8835,32766521,28298876
8836,33042465,29936673
8837,32565695,30372461
8838,32574001,28666680
8839,32771749,30233735
8840,35110718,31649182
8841,34505919,28881456
8842,32962978,30770693
8843,34202438,29401938
8844,33075977,29127216
8845,33255524,30122006
8846,32929915,28623764
8847,33547862,29654119
8848,32865026,29532487
8849,33553708,29154776
8850,33228700,30016314
8851,32975723,28865673
8852,33511702,29380630
8853,33321308,31161133
8854,33966245,29224643
8855,33307392,30128579
8856,33809864,31118336
8857,33391993,30014890
8858,34669054,29912909
8859,32699674,29201248
8860,34779799,30366888
8861,34900332,30761319
8862,34288254,29582751
8863,33050543,29329176
8864,34137809,29613677
8865,32618897,29558607
8866,32977981,31190759
8867,33758712,28888152
8868,32912052,28783409
8869,34546664,28640952
8870,32391310,29470932
8871,33898106,29153201
8872,32337236,28704191
8873,32693934,28610455
8874,33453931,29792063
8875,33109404,29063876
8876,33279331,29061132
8877,32790149,28977655
8878,33129091,29383317
8879,32373922,29985125
8880,32867647,29035775
8881,32742878,30048217
8882,34345171,29463701
8883,32866498,29260386
8884,33141876,29112955
8885,33216053,30057198
8886,34363565,31320798
8887,37358231,33563832
8888,34505743,31090333
8889,34529455,29323962
8890,33904988,31844653
8891,35061024,29161453
8892,32427899,29190359
8893,33217496,29727197
8894,34109509,32024991
8895,36969574,33565077
8896,37238354,32893992
8897,34315850,30114347
8898,37517750,32918840
8899,35957515,34749686
8900,38177911,33530717
8901,38117967,35061116
8902,37656107,33891544
8903,37684125,34376572
8904,38178028,33894755
8905,38727702,33873665
8906,38143997,33509972
8907,37641903,33946274
8908,37102320,33004453
8909,36864931,32202201
8910,36417538,29009531
8911,34144716,30429618
8912,33326344,29165423
8913,33182660,30192783
8914,34176792,29328127
8915,33054776,30876296
8916,34146984,30140871
8917,32818048,29316208
8918,32887869,29641332
8919,32213581,30157045
8920,32059073,29087935
8921,33869808,30361928
8922,34692884,31324829
8923,34824905,31003047
8924,33258494,30391968
8925,32616017,29271587
8926,32959600,29425523
8927,33252098,30168192
8928,34145016,30584637
8929,36019788,32025614
8930,36345088,30010059
8931,33509442,31909713
8932,35114313,32834260
8933,35671857,31567509
8934,34472773,30312667
8935,35762316,32076349
8936,35986619,34465271
8937,36242463,33255893
8938,35094047,31179924
8939,37019447,30697788
8940,34871179,31654427
8941,37758737,34164507
8942,34668650,33049394
8943,37735590,32082189
8944,38296444,34183292
8945,37939079,34345038
8946,37965754,32231452
8947,36191920,31667632
8948,33395703,32195963
8949,36083539,31233444
8950,35160067,32012467
8951,34912600,32911631
8952,34745697,30915580
8953,33318420,31747343
8954,34355809,32870763
8955,33826948,31598023
8956,35269924,30676764
8957,34038963,30008348
8958,35833046,30956081
8959,33128556,30259138
8960,34174948,30623094
8961,33399993,31676884
8962,34593279,31403073
8963,34729502,29638046
8964,34289733,31114654
8965,33507217,29618094
8966,34242508,30079530
8967,33580274,30825411
8968,33788773,29877242
8969,34116020,30321366
8970,33023827,31168050
8971,34400117,29993330
8972,34316397,30985735
8973,32885462,30917711
8974,34122521,30546003
8975,33966063,31101733
8976,32861923,30473616
8977,34409793,30007937
8978,35555317,30733633
8979,34269901,30421635
8980,34527827,29823206
8981,33035077,30112712
8982,34489557,29984840
8983,35169731,30083494
8984,33552313,30312847
8985,34371434,31506821
8986,33527555,29954700
8987,33246296,31035885
8988,36320797,33810244
8989,37664277,33857563
8990,36826069,32176831
8991,38468150,34152509
8992,38019127,34521698
8993,37052555,33900354
8994,38749434,32793533
8995,35903696,32042831
8996,33542647,31205042
8997,36990094,29926360
8998,35305993,33336126
8999,36299036,32030641
9000,32911027,31232722
9001,37786911,32174004
9002,36393671,33435662
9003,35232890,33417363
9004,37978929,32599813
9005,38917730,33023994
9006,33248278,29874179
9007,33909644,30609565
9008,34565754,30891297
9009,33634587,29805596
9010,33178401,30079839
9011,34528816,31037078
9012,35295692,30463573
9013,33717319,30256685
9014,34382133,30329039
9015,33237605,29903095
9016,34959548,30246507
9017,34301116,33974732
9018,33488821,30719174
